district,province,census_year,census_period,is_remote,total_population,literate_population,avg_literacy_rate,total_enrolled,total_never_enrolled,total_dropout,avg_enrollment_rate,avg_dropout_rate,local_level_count,total_schools,total_teachers,avg_trained_teachers_pct,total_students,avg_student_teacher_ratio,avg_electricity_pct,avg_toilet_pct,avg_water_pct,avg_infrastructure_score
Jajarkot,Karnali,2021,Post-Federal (2021),1,16834.0,11283.0,66.04,5638.0,3188.0,526.0,31.79,11.4,3,43.0,330.0,64.2,4656.0,14.1,44.2,16.8,20.0,27.0
Jajarkot,Karnali,2021,Post-Federal (2021),1,16834.0,11283.0,66.04,5638.0,3188.0,526.0,31.79,11.4,3,12.0,98.0,25.4,3365.0,34.3,26.8,64.6,51.9,47.77
Jajarkot,Karnali,2021,Post-Federal (2021),1,16834.0,11283.0,66.04,5638.0,3188.0,526.0,31.79,11.4,3,21.0,196.0,42.4,2984.0,15.2,18.4,46.0,53.4,39.27
Jajarkot,Karnali,2021,Post-Federal (2021),0,26384.0,14563.0,54.56,10950.0,5548.0,684.0,41.76,6.32,2,9.0,147.0,54.7,2464.0,32.9,7.1,38.9,46.7,30.9
Jajarkot,Karnali,2021,Post-Federal (2021),0,26384.0,14563.0,54.56,10950.0,5548.0,684.0,41.76,6.32,2,7.0,80.0,51.2,1962.0,24.5,39.5,52.2,34.4,42.03
Jajarkot,Karnali,2021,Post-Federal (2021),0,26384.0,14563.0,54.56,10950.0,5548.0,684.0,41.76,6.32,2,43.0,330.0,64.2,4656.0,14.1,44.2,16.8,20.0,27.0
Jajarkot,Karnali,2021,Post-Federal (2021),0,26384.0,14563.0,54.56,10950.0,5548.0,684.0,41.76,6.32,2,12.0,98.0,25.4,3365.0,34.3,26.8,64.6,51.9,47.77
Jajarkot,Karnali,2021,Post-Federal (2021),0,26384.0,14563.0,54.56,10950.0,5548.0,684.0,41.76,6.32,2,21.0,196.0,42.4,2984.0,15.2,18.4,46.0,53.4,39.27
Jajarkot,Karnali,2021,Post-Federal (2021),0,8762.0,5359.0,61.42,3284.0,1326.0,371.0,37.44,10.74,2,9.0,147.0,54.7,2464.0,32.9,7.1,38.9,46.7,30.9
Jajarkot,Karnali,2021,Post-Federal (2021),0,8762.0,5359.0,61.42,3284.0,1326.0,371.0,37.44,10.74,2,7.0,80.0,51.2,1962.0,24.5,39.5,52.2,34.4,42.03
Jajarkot,Karnali,2021,Post-Federal (2021),0,8762.0,5359.0,61.42,3284.0,1326.0,371.0,37.44,10.74,2,43.0,330.0,64.2,4656.0,14.1,44.2,16.8,20.0,27.0
Jajarkot,Karnali,2021,Post-Federal (2021),0,8762.0,5359.0,61.42,3284.0,1326.0,371.0,37.44,10.74,2,12.0,98.0,25.4,3365.0,34.3,26.8,64.6,51.9,47.77
Jajarkot,Karnali,2021,Post-Federal (2021),0,8762.0,5359.0,61.42,3284.0,1326.0,371.0,37.44,10.74,2,21.0,196.0,42.4,2984.0,15.2,18.4,46.0,53.4,39.27
Jajarkot,Karnali,2021,Post-Federal (2021),0,11518.0,5802.0,51.45,4146.0,1919.0,573.0,37.82,13.12,3,9.0,147.0,54.7,2464.0,32.9,7.1,38.9,46.7,30.9
Jajarkot,Karnali,2021,Post-Federal (2021),0,11518.0,5802.0,51.45,4146.0,1919.0,573.0,37.82,13.12,3,7.0,80.0,51.2,1962.0,24.5,39.5,52.2,34.4,42.03
Jajarkot,Karnali,2021,Post-Federal (2021),0,11518.0,5802.0,51.45,4146.0,1919.0,573.0,37.82,13.12,3,43.0,330.0,64.2,4656.0,14.1,44.2,16.8,20.0,27.0
Jajarkot,Karnali,2021,Post-Federal (2021),0,11518.0,5802.0,51.45,4146.0,1919.0,573.0,37.82,13.12,3,12.0,98.0,25.4,3365.0,34.3,26.8,64.6,51.9,47.77
Jajarkot,Karnali,2021,Post-Federal (2021),0,11518.0,5802.0,51.45,4146.0,1919.0,573.0,37.82,13.12,3,21.0,196.0,42.4,2984.0,15.2,18.4,46.0,53.4,39.27
Jajarkot,Karnali,2021,Post-Federal (2021),0,8259.0,2561.0,37.73,2301.0,1055.0,254.0,35.49,11.99,3,9.0,147.0,54.7,2464.0,32.9,7.1,38.9,46.7,30.9
Jajarkot,Karnali,2021,Post-Federal (2021),0,8259.0,2561.0,37.73,2301.0,1055.0,254.0,35.49,11.99,3,7.0,80.0,51.2,1962.0,24.5,39.5,52.2,34.4,42.03
Jajarkot,Karnali,2021,Post-Federal (2021),0,8259.0,2561.0,37.73,2301.0,1055.0,254.0,35.49,11.99,3,43.0,330.0,64.2,4656.0,14.1,44.2,16.8,20.0,27.0
Jajarkot,Karnali,2021,Post-Federal (2021),0,8259.0,2561.0,37.73,2301.0,1055.0,254.0,35.49,11.99,3,12.0,98.0,25.4,3365.0,34.3,26.8,64.6,51.9,47.77
Jajarkot,Karnali,2021,Post-Federal (2021),0,8259.0,2561.0,37.73,2301.0,1055.0,254.0,35.49,11.99,3,21.0,196.0,42.4,2984.0,15.2,18.4,46.0,53.4,39.27
Jhapa,Koshi,2021,Post-Federal (2021),0,4022.0,2335.0,59.69,1667.0,566.0,269.0,40.98,15.76,2,166.0,1910.0,81.12,53233.0,24.65,57.55,35.1,56.6,49.75
Jhapa,Koshi,2021,Post-Federal (2021),0,4022.0,2335.0,59.69,1667.0,566.0,269.0,40.98,15.76,2,110.0,710.0,83.47,29998.0,26.2,53.8,53.73,36.77,48.1
Jhapa,Koshi,2001,Pre-Federal (2001),0,91336.0,38616.0,45.12,32246.0,17717.0,3640.0,35.28,11.45,12,111.0,771.0,73.66,20186.0,21.96,52.66,46.72,36.14,45.17
Jhapa,Koshi,2011,Transitional (2011),0,108337.0,50460.0,47.71,37830.0,19517.0,3861.0,35.77,9.58,12,213.0,2509.0,76.78,31191.0,20.88,51.76,42.96,41.6,45.44
Jhapa,Koshi,2021,Post-Federal (2021),0,29992.0,16069.0,55.61,9059.0,3663.0,1022.0,32.54,12.14,6,166.0,1910.0,81.12,53233.0,24.65,57.55,35.1,56.6,49.75
Jhapa,Koshi,2021,Post-Federal (2021),0,29992.0,16069.0,55.61,9059.0,3663.0,1022.0,32.54,12.14,6,110.0,710.0,83.47,29998.0,26.2,53.8,53.73,36.77,48.1
Jhapa,Koshi,2021,Post-Federal (2021),0,20605.0,8724.0,45.1,7544.0,4219.0,968.0,41.18,15.46,4,166.0,1910.0,81.12,53233.0,24.65,57.55,35.1,56.6,49.75
Jhapa,Koshi,2021,Post-Federal (2021),0,20605.0,8724.0,45.1,7544.0,4219.0,968.0,41.18,15.46,4,110.0,710.0,83.47,29998.0,26.2,53.8,53.73,36.77,48.1
Jhapa,Koshi,2021,Post-Federal (2021),0,21388.0,12928.0,60.33,7991.0,3023.0,865.0,45.08,10.64,5,166.0,1910.0,81.12,53233.0,24.65,57.55,35.1,56.6,49.75
Jhapa,Koshi,2021,Post-Federal (2021),0,21388.0,12928.0,60.33,7991.0,3023.0,865.0,45.08,10.64,5,110.0,710.0,83.47,29998.0,26.2,53.8,53.73,36.77,48.1
Jhapa,Koshi,2021,Post-Federal (2021),0,25370.0,13688.0,50.14,10012.0,3183.0,841.0,37.85,9.72,5,166.0,1910.0,81.12,53233.0,24.65,57.55,35.1,56.6,49.75
Jhapa,Koshi,2021,Post-Federal (2021),0,25370.0,13688.0,50.14,10012.0,3183.0,841.0,37.85,9.72,5,110.0,710.0,83.47,29998.0,26.2,53.8,53.73,36.77,48.1
Jumla,Karnali,2001,Pre-Federal (2001),1,52289.0,24834.0,44.37,18638.0,8987.0,2412.0,36.18,13.2,8,55.0,597.0,27.44,16754.0,34.12,41.8,41.31,53.51,45.54
Jumla,Karnali,2011,Transitional (2011),1,69369.0,32803.0,46.32,26018.0,13229.0,2764.0,36.32,10.21,8,75.0,509.0,41.34,9409.0,40.12,34.54,53.44,44.9,44.29
Jumla,Karnali,2021,Post-Federal (2021),1,9911.0,4991.0,44.94,4636.0,1995.0,264.0,45.17,8.06,2,4.0,46.0,63.5,1512.0,32.9,32.1,70.4,33.6,45.37
Jumla,Karnali,2021,Post-Federal (2021),1,9911.0,4991.0,44.94,4636.0,1995.0,264.0,45.17,8.06,2,9.0,91.0,48.1,1055.0,11.6,11.1,47.1,33.6,30.6
Jumla,Karnali,2021,Post-Federal (2021),1,9911.0,4991.0,44.94,4636.0,1995.0,264.0,45.17,8.06,2,9.0,98.0,69.9,2724.0,27.8,41.7,80.0,33.6,51.77
Jumla,Karnali,2021,Post-Federal (2021),1,9911.0,4991.0,44.94,4636.0,1995.0,264.0,45.17,8.06,2,55.0,532.0,55.8,10070.0,18.9,21.6,73.5,12.4,35.83
Jumla,Karnali,2021,Post-Federal (2021),1,9911.0,4991.0,44.94,4636.0,1995.0,264.0,45.17,8.06,2,4.0,52.0,47.5,1012.0,19.5,43.7,67.8,45.7,52.4
Jumla,Karnali,2021,Post-Federal (2021),0,16033.0,11185.0,71.25,7218.0,1973.0,1043.0,44.89,12.64,3,4.0,46.0,63.5,1512.0,32.9,32.1,70.4,33.6,45.37
Jumla,Karnali,2021,Post-Federal (2021),0,16033.0,11185.0,71.25,7218.0,1973.0,1043.0,44.89,12.64,3,9.0,91.0,48.1,1055.0,11.6,11.1,47.1,33.6,30.6
Jumla,Karnali,2021,Post-Federal (2021),0,16033.0,11185.0,71.25,7218.0,1973.0,1043.0,44.89,12.64,3,9.0,98.0,69.9,2724.0,27.8,41.7,80.0,33.6,51.77
Jumla,Karnali,2021,Post-Federal (2021),0,16033.0,11185.0,71.25,7218.0,1973.0,1043.0,44.89,12.64,3,55.0,532.0,55.8,10070.0,18.9,21.6,73.5,12.4,35.83
Jumla,Karnali,2021,Post-Federal (2021),0,16033.0,11185.0,71.25,7218.0,1973.0,1043.0,44.89,12.64,3,4.0,52.0,47.5,1012.0,19.5,43.7,67.8,45.7,52.4
Jumla,Karnali,2021,Post-Federal (2021),0,10728.0,4404.0,42.45,3899.0,2148.0,357.0,35.32,8.18,2,4.0,46.0,63.5,1512.0,32.9,32.1,70.4,33.6,45.37
Jumla,Karnali,2021,Post-Federal (2021),0,10728.0,4404.0,42.45,3899.0,2148.0,357.0,35.32,8.18,2,9.0,91.0,48.1,1055.0,11.6,11.1,47.1,33.6,30.6
Jumla,Karnali,2021,Post-Federal (2021),0,10728.0,4404.0,42.45,3899.0,2148.0,357.0,35.32,8.18,2,9.0,98.0,69.9,2724.0,27.8,41.7,80.0,33.6,51.77
Jumla,Karnali,2021,Post-Federal (2021),0,10728.0,4404.0,42.45,3899.0,2148.0,357.0,35.32,8.18,2,55.0,532.0,55.8,10070.0,18.9,21.6,73.5,12.4,35.83
Jumla,Karnali,2021,Post-Federal (2021),0,10728.0,4404.0,42.45,3899.0,2148.0,357.0,35.32,8.18,2,4.0,52.0,47.5,1012.0,19.5,43.7,67.8,45.7,52.4
Jumla,Karnali,2021,Post-Federal (2021),0,19787.0,10821.0,57.72,5901.0,2681.0,592.0,29.8,9.49,4,4.0,46.0,63.5,1512.0,32.9,32.1,70.4,33.6,45.37
Jumla,Karnali,2021,Post-Federal (2021),0,19787.0,10821.0,57.72,5901.0,2681.0,592.0,29.8,9.49,4,9.0,91.0,48.1,1055.0,11.6,11.1,47.1,33.6,30.6
Jumla,Karnali,2021,Post-Federal (2021),0,19787.0,10821.0,57.72,5901.0,2681.0,592.0,29.8,9.49,4,9.0,98.0,69.9,2724.0,27.8,41.7,80.0,33.6,51.77
Jumla,Karnali,2021,Post-Federal (2021),0,19787.0,10821.0,57.72,5901.0,2681.0,592.0,29.8,9.49,4,55.0,532.0,55.8,10070.0,18.9,21.6,73.5,12.4,35.83
Jumla,Karnali,2021,Post-Federal (2021),0,19787.0,10821.0,57.72,5901.0,2681.0,592.0,29.8,9.49,4,4.0,52.0,47.5,1012.0,19.5,43.7,67.8,45.7,52.4
Jumla,Karnali,2021,Post-Federal (2021),0,25978.0,14449.0,57.13,8939.0,3458.0,891.0,33.84,10.86,4,4.0,46.0,63.5,1512.0,32.9,32.1,70.4,33.6,45.37
Jumla,Karnali,2021,Post-Federal (2021),0,25978.0,14449.0,57.13,8939.0,3458.0,891.0,33.84,10.86,4,9.0,91.0,48.1,1055.0,11.6,11.1,47.1,33.6,30.6
Jumla,Karnali,2021,Post-Federal (2021),0,25978.0,14449.0,57.13,8939.0,3458.0,891.0,33.84,10.86,4,9.0,98.0,69.9,2724.0,27.8,41.7,80.0,33.6,51.77
Jumla,Karnali,2021,Post-Federal (2021),0,25978.0,14449.0,57.13,8939.0,3458.0,891.0,33.84,10.86,4,55.0,532.0,55.8,10070.0,18.9,21.6,73.5,12.4,35.83
Jumla,Karnali,2021,Post-Federal (2021),0,25978.0,14449.0,57.13,8939.0,3458.0,891.0,33.84,10.86,4,4.0,52.0,47.5,1012.0,19.5,43.7,67.8,45.7,52.4
Kailali,Sudur Paschim,2021,Post-Federal (2021),0,30823.0,18101.0,61.29,11689.0,5482.0,1076.0,35.91,10.04,6,4.0,19.0,53.75,1362.0,71.7,15.2,55.0,68.1,46.1
Kailali,Sudur Paschim,2021,Post-Federal (2021),0,30823.0,18101.0,61.29,11689.0,5482.0,1076.0,35.91,10.04,6,50.0,470.0,54.45,6861.0,31.2,9.75,43.55,65.65,39.65
Kailali,Sudur Paschim,2021,Post-Federal (2021),0,30823.0,18101.0,61.29,11689.0,5482.0,1076.0,35.91,10.04,6,11.0,236.0,47.95,2518.0,25.45,47.5,55.05,30.2,44.25
Kailali,Sudur Paschim,2021,Post-Federal (2021),0,30208.0,13692.0,47.29,11750.0,4140.0,890.0,38.09,9.36,5,4.0,19.0,53.75,1362.0,71.7,15.2,55.0,68.1,46.1
Kailali,Sudur Paschim,2021,Post-Federal (2021),0,30208.0,13692.0,47.29,11750.0,4140.0,890.0,38.09,9.36,5,50.0,470.0,54.45,6861.0,31.2,9.75,43.55,65.65,39.65
Kailali,Sudur Paschim,2021,Post-Federal (2021),0,30208.0,13692.0,47.29,11750.0,4140.0,890.0,38.09,9.36,5,11.0,236.0,47.95,2518.0,25.45,47.5,55.05,30.2,44.25
Kailali,Sudur Paschim,2021,Post-Federal (2021),0,14984.0,8155.0,57.33,5829.0,3190.0,697.0,39.0,10.6,3,4.0,19.0,53.75,1362.0,71.7,15.2,55.0,68.1,46.1
Kailali,Sudur Paschim,2021,Post-Federal (2021),0,14984.0,8155.0,57.33,5829.0,3190.0,697.0,39.0,10.6,3,50.0,470.0,54.45,6861.0,31.2,9.75,43.55,65.65,39.65
Kailali,Sudur Paschim,2021,Post-Federal (2021),0,14984.0,8155.0,57.33,5829.0,3190.0,697.0,39.0,10.6,3,11.0,236.0,47.95,2518.0,25.45,47.5,55.05,30.2,44.25
Kailali,Sudur Paschim,2001,Pre-Federal (2001),1,90263.0,38809.0,41.78,32241.0,15411.0,3424.0,37.99,10.41,13,41.0,455.0,50.1,9294.0,27.62,17.62,57.69,47.22,40.84
Kailali,Sudur Paschim,2011,Transitional (2011),1,124852.0,63073.0,48.38,44762.0,19975.0,4926.0,34.81,11.08,13,63.0,484.0,48.06,14749.0,42.14,30.33,48.88,60.82,46.68
Kailali,Sudur Paschim,2021,Post-Federal (2021),1,42187.0,22504.0,54.69,16565.0,7352.0,1561.0,39.61,10.09,5,4.0,19.0,53.75,1362.0,71.7,15.2,55.0,68.1,46.1
Kailali,Sudur Paschim,2021,Post-Federal (2021),1,42187.0,22504.0,54.69,16565.0,7352.0,1561.0,39.61,10.09,5,50.0,470.0,54.45,6861.0,31.2,9.75,43.55,65.65,39.65
Kailali,Sudur Paschim,2021,Post-Federal (2021),1,42187.0,22504.0,54.69,16565.0,7352.0,1561.0,39.61,10.09,5,11.0,236.0,47.95,2518.0,25.45,47.5,55.05,30.2,44.25
Kailali,Sudur Paschim,2021,Post-Federal (2021),0,40166.0,19105.0,46.79,15321.0,7440.0,1960.0,36.59,12.52,4,4.0,19.0,53.75,1362.0,71.7,15.2,55.0,68.1,46.1
Kailali,Sudur Paschim,2021,Post-Federal (2021),0,40166.0,19105.0,46.79,15321.0,7440.0,1960.0,36.59,12.52,4,50.0,470.0,54.45,6861.0,31.2,9.75,43.55,65.65,39.65
Kailali,Sudur Paschim,2021,Post-Federal (2021),0,40166.0,19105.0,46.79,15321.0,7440.0,1960.0,36.59,12.52,4,11.0,236.0,47.95,2518.0,25.45,47.5,55.05,30.2,44.25
Kalikot,Karnali,2001,Pre-Federal (2001),1,59069.0,23307.0,41.35,18433.0,10011.0,2313.0,32.47,13.84,8,62.0,467.0,43.89,18386.0,49.12,22.34,29.25,53.08,34.89
Kalikot,Karnali,2011,Transitional (2011),1,100177.0,50244.0,52.02,33729.0,17851.0,4345.0,35.0,12.52,8,80.0,705.0,48.52,11930.0,30.38,39.99,39.55,53.76,44.43
Kalikot,Karnali,2021,Post-Federal (2021),1,9611.0,4213.0,57.92,3862.0,1781.0,245.0,35.8,5.15,2,7.0,161.5,52.4,1368.0,29.35,32.1,39.75,34.1,35.32
Kalikot,Karnali,2021,Post-Federal (2021),1,9611.0,4213.0,57.92,3862.0,1781.0,245.0,35.8,5.15,2,15.0,140.0,44.7,3267.0,23.3,30.3,59.8,16.7,35.6
Kalikot,Karnali,2021,Post-Federal (2021),1,9611.0,4213.0,57.92,3862.0,1781.0,245.0,35.8,5.15,2,50.0,582.0,36.1,13132.0,19.4,19.45,22.7,23.45,21.86
Kalikot,Karnali,2021,Post-Federal (2021),0,27155.0,12362.0,49.28,11634.0,4984.0,1381.0,43.05,13.51,5,7.0,161.5,52.4,1368.0,29.35,32.1,39.75,34.1,35.32
Kalikot,Karnali,2021,Post-Federal (2021),0,27155.0,12362.0,49.28,11634.0,4984.0,1381.0,43.05,13.51,5,15.0,140.0,44.7,3267.0,23.3,30.3,59.8,16.7,35.6
Kalikot,Karnali,2021,Post-Federal (2021),0,27155.0,12362.0,49.28,11634.0,4984.0,1381.0,43.05,13.51,5,50.0,582.0,36.1,13132.0,19.4,19.45,22.7,23.45,21.86
Kalikot,Karnali,2021,Post-Federal (2021),0,14702.0,7393.0,50.9,3923.0,2102.0,649.0,26.77,15.54,3,7.0,161.5,52.4,1368.0,29.35,32.1,39.75,34.1,35.32
Kalikot,Karnali,2021,Post-Federal (2021),0,14702.0,7393.0,50.9,3923.0,2102.0,649.0,26.77,15.54,3,15.0,140.0,44.7,3267.0,23.3,30.3,59.8,16.7,35.6
Kalikot,Karnali,2021,Post-Federal (2021),0,14702.0,7393.0,50.9,3923.0,2102.0,649.0,26.77,15.54,3,50.0,582.0,36.1,13132.0,19.4,19.45,22.7,23.45,21.86
Kalikot,Karnali,2021,Post-Federal (2021),0,2735.0,1543.0,56.44,1219.0,789.0,136.0,44.57,11.16,1,7.0,161.5,52.4,1368.0,29.35,32.1,39.75,34.1,35.32
Kalikot,Karnali,2021,Post-Federal (2021),0,2735.0,1543.0,56.44,1219.0,789.0,136.0,44.57,11.16,1,15.0,140.0,44.7,3267.0,23.3,30.3,59.8,16.7,35.6
Kalikot,Karnali,2021,Post-Federal (2021),0,2735.0,1543.0,56.44,1219.0,789.0,136.0,44.57,11.16,1,50.0,582.0,36.1,13132.0,19.4,19.45,22.7,23.45,21.86
Kalikot,Karnali,2021,Post-Federal (2021),0,17108.0,9911.0,59.52,6758.0,3714.0,616.0,41.32,9.68,3,7.0,161.5,52.4,1368.0,29.35,32.1,39.75,34.1,35.32
Kalikot,Karnali,2021,Post-Federal (2021),0,17108.0,9911.0,59.52,6758.0,3714.0,616.0,41.32,9.68,3,15.0,140.0,44.7,3267.0,23.3,30.3,59.8,16.7,35.6
Kalikot,Karnali,2021,Post-Federal (2021),0,17108.0,9911.0,59.52,6758.0,3714.0,616.0,41.32,9.68,3,50.0,582.0,36.1,13132.0,19.4,19.45,22.7,23.45,21.86
Kanchanpur,Sudur Paschim,2021,Post-Federal (2021),0,44337.0,18559.0,43.01,18212.0,5125.0,2238.0,41.11,12.07,5,9.0,92.0,29.4,1367.0,14.9,23.8,15.6,52.1,30.5
Kanchanpur,Sudur Paschim,2021,Post-Federal (2021),0,44337.0,18559.0,43.01,18212.0,5125.0,2238.0,41.11,12.07,5,44.0,338.0,27.5,4662.0,13.8,44.1,76.0,37.3,52.47
Kanchanpur,Sudur Paschim,2021,Post-Federal (2021),0,44337.0,18559.0,43.01,18212.0,5125.0,2238.0,41.11,12.07,5,19.0,219.0,53.07,6727.0,34.27,42.08,49.7,35.77,42.52
Kanchanpur,Sudur Paschim,2021,Post-Federal (2021),0,28010.0,13897.0,49.4,12579.5,4983.0,1040.0,45.94,7.88,3,9.0,92.0,29.4,1367.0,14.9,23.8,15.6,52.1,30.5
Kanchanpur,Sudur Paschim,2021,Post-Federal (2021),0,28010.0,13897.0,49.4,12579.5,4983.0,1040.0,45.94,7.88,3,44.0,338.0,27.5,4662.0,13.8,44.1,76.0,37.3,52.47
Kanchanpur,Sudur Paschim,2021,Post-Federal (2021),0,28010.0,13897.0,49.4,12579.5,4983.0,1040.0,45.94,7.88,3,19.0,219.0,53.07,6727.0,34.27,42.08,49.7,35.77,42.52
Kanchanpur,Sudur Paschim,2021,Post-Federal (2021),0,24497.0,13628.0,56.13,9437.5,3400.0,590.0,38.28,6.02,3,9.0,92.0,29.4,1367.0,14.9,23.8,15.6,52.1,30.5
Kanchanpur,Sudur Paschim,2021,Post-Federal (2021),0,24497.0,13628.0,56.13,9437.5,3400.0,590.0,38.28,6.02,3,44.0,338.0,27.5,4662.0,13.8,44.1,76.0,37.3,52.47
Kanchanpur,Sudur Paschim,2021,Post-Federal (2021),0,24497.0,13628.0,56.13,9437.5,3400.0,590.0,38.28,6.02,3,19.0,219.0,53.07,6727.0,34.27,42.08,49.7,35.77,42.52
Kanchanpur,Sudur Paschim,2001,Pre-Federal (2001),1,67407.0,33681.0,46.05,22459.0,13606.0,2760.0,34.0,12.28,9,52.0,414.5,37.9,7919.0,25.54,30.47,32.0,39.9,34.12
Kanchanpur,Sudur Paschim,2011,Transitional (2011),1,67523.0,34291.0,50.7,24357.0,11128.0,1744.0,34.03,9.79,9,45.0,366.0,45.42,8149.0,23.46,25.48,32.78,58.64,38.97
Kanchanpur,Sudur Paschim,2021,Post-Federal (2021),1,6776.0,3339.0,49.29,2140.0,399.0,204.0,31.58,9.53,1,9.0,92.0,29.4,1367.0,14.9,23.8,15.6,52.1,30.5
Kanchanpur,Sudur Paschim,2021,Post-Federal (2021),1,6776.0,3339.0,49.29,2140.0,399.0,204.0,31.58,9.53,1,44.0,338.0,27.5,4662.0,13.8,44.1,76.0,37.3,52.47
Kanchanpur,Sudur Paschim,2021,Post-Federal (2021),1,6776.0,3339.0,49.29,2140.0,399.0,204.0,31.58,9.53,1,19.0,219.0,53.07,6727.0,34.27,42.08,49.7,35.77,42.52
Kanchanpur,Sudur Paschim,2021,Post-Federal (2021),0,17612.0,10063.0,53.36,6837.0,2209.0,442.0,38.04,8.16,3,9.0,92.0,29.4,1367.0,14.9,23.8,15.6,52.1,30.5
Kanchanpur,Sudur Paschim,2021,Post-Federal (2021),0,17612.0,10063.0,53.36,6837.0,2209.0,442.0,38.04,8.16,3,44.0,338.0,27.5,4662.0,13.8,44.1,76.0,37.3,52.47
Kanchanpur,Sudur Paschim,2021,Post-Federal (2021),0,17612.0,10063.0,53.36,6837.0,2209.0,442.0,38.04,8.16,3,19.0,219.0,53.07,6727.0,34.27,42.08,49.7,35.77,42.52
Kapilbastu,Lumbini,2021,Post-Federal (2021),0,18961.0,11599.0,57.44,7389.0,3747.0,515.0,37.77,9.34,3,54.0,248.0,73.8,8571.0,34.6,73.4,51.9,71.6,65.63
Kapilbastu,Lumbini,2021,Post-Federal (2021),0,18961.0,11599.0,57.44,7389.0,3747.0,515.0,37.77,9.34,3,66.0,714.0,74.45,22631.0,20.85,49.4,63.25,13.35,42.0
Kapilbastu,Lumbini,2021,Post-Federal (2021),0,18961.0,11599.0,57.44,7389.0,3747.0,515.0,37.77,9.34,3,75.0,510.0,88.15,20642.0,44.35,57.35,48.9,56.0,54.08
Kapilbastu,Lumbini,2001,Pre-Federal (2001),0,72318.0,32911.0,43.32,23378.0,13561.0,2615.0,32.5,10.13,10,176.0,927.5,73.86,48482.0,26.54,41.72,60.96,25.68,42.79
Kapilbastu,Lumbini,2011,Transitional (2011),0,105197.0,50595.0,49.61,35021.0,19589.0,3385.0,32.15,9.64,10,155.0,885.0,79.1,46584.0,44.02,64.82,44.78,52.52,54.04
Kapilbastu,Lumbini,2021,Post-Federal (2021),0,14879.0,7533.0,57.29,4549.0,1943.0,388.0,30.04,7.09,5,54.0,248.0,73.8,8571.0,34.6,73.4,51.9,71.6,65.63
Kapilbastu,Lumbini,2021,Post-Federal (2021),0,14879.0,7533.0,57.29,4549.0,1943.0,388.0,30.04,7.09,5,66.0,714.0,74.45,22631.0,20.85,49.4,63.25,13.35,42.0
Kapilbastu,Lumbini,2021,Post-Federal (2021),0,14879.0,7533.0,57.29,4549.0,1943.0,388.0,30.04,7.09,5,75.0,510.0,88.15,20642.0,44.35,57.35,48.9,56.0,54.08
Kapilbastu,Lumbini,2021,Post-Federal (2021),0,27389.0,16241.0,58.51,8541.0,4013.0,1234.0,33.51,14.56,6,54.0,248.0,73.8,8571.0,34.6,73.4,51.9,71.6,65.63
Kapilbastu,Lumbini,2021,Post-Federal (2021),0,27389.0,16241.0,58.51,8541.0,4013.0,1234.0,33.51,14.56,6,66.0,714.0,74.45,22631.0,20.85,49.4,63.25,13.35,42.0
Kapilbastu,Lumbini,2021,Post-Federal (2021),0,27389.0,16241.0,58.51,8541.0,4013.0,1234.0,33.51,14.56,6,75.0,510.0,88.15,20642.0,44.35,57.35,48.9,56.0,54.08
Kapilbastu,Lumbini,2021,Post-Federal (2021),0,10686.0,5170.0,47.7,4228.0,1612.0,295.0,40.48,10.32,2,54.0,248.0,73.8,8571.0,34.6,73.4,51.9,71.6,65.63
Kapilbastu,Lumbini,2021,Post-Federal (2021),0,10686.0,5170.0,47.7,4228.0,1612.0,295.0,40.48,10.32,2,66.0,714.0,74.45,22631.0,20.85,49.4,63.25,13.35,42.0
Kapilbastu,Lumbini,2021,Post-Federal (2021),0,10686.0,5170.0,47.7,4228.0,1612.0,295.0,40.48,10.32,2,75.0,510.0,88.15,20642.0,44.35,57.35,48.9,56.0,54.08
Kapilbastu,Lumbini,2021,Post-Federal (2021),0,18652.0,12414.0,66.35,4865.0,3110.0,1259.0,32.36,28.17,3,54.0,248.0,73.8,8571.0,34.6,73.4,51.9,71.6,65.63
Kapilbastu,Lumbini,2021,Post-Federal (2021),0,18652.0,12414.0,66.35,4865.0,3110.0,1259.0,32.36,28.17,3,66.0,714.0,74.45,22631.0,20.85,49.4,63.25,13.35,42.0
Kapilbastu,Lumbini,2021,Post-Federal (2021),0,18652.0,12414.0,66.35,4865.0,3110.0,1259.0,32.36,28.17,3,75.0,510.0,88.15,20642.0,44.35,57.35,48.9,56.0,54.08
Kaski,Gandaki,2001,Pre-Federal (2001),0,91002.0,70747.0,77.18,32184.0,3997.0,4046.0,34.11,13.1,5,193.0,2431.5,69.58,56515.0,40.74,63.66,76.94,52.9,64.5
Kaski,Gandaki,2011,Transitional (2011),0,243662.0,179681.0,73.84,97016.0,12269.0,11437.0,40.31,11.8,5,205.0,2382.0,67.74,64390.0,53.26,39.5,72.76,70.57,60.94
Kaski,Gandaki,2021,Post-Federal (2021),0,51828.0,44422.0,86.3,21981.0,2979.0,3079.0,40.96,15.09,2,20.0,179.0,70.5,2686.0,15.0,42.2,44.0,71.9,52.7
Kaski,Gandaki,2021,Post-Federal (2021),0,51828.0,44422.0,86.3,21981.0,2979.0,3079.0,40.96,15.09,2,83.0,345.0,82.7,20451.0,42.57,52.9,81.4,73.13,69.15
